log_likelihood	T_WGD	nuWGD	nuF	theta
-112.51664664685507	0.5867127742304485	0.2051041718000213	0.6768125998357467	6273.950274680953
-112.53500034809247	0.6021359929777097	0.20071826278171204	0.6618195359763395	6363.1957619755785
-112.51667928732604	0.5879794384817151	0.20428533212116531	0.6752868738545331	6285.771658657996
-112.5173567591886	0.5876363211001817	0.20539157609654154	0.6764260998644172	6272.951942390931
-112.51753135020203	0.5885023642814168	0.20459643162373312	0.6757583809190004	6281.573115018423
-112.51664198520916	0.5850723721400528	0.20549592469644934	0.6777760604151627	6267.602906304004
-112.51676662148361	0.5841993187817275	0.20565225854880873	0.6784741639926709	6263.982125035184
-112.59036584659805	0.6142508086971905	0.19086363101467194	0.6435508208445326	6521.2168790260375
-112.51644435375113	0.5865268726233025	0.20485493884388797	0.6764098705797243	6277.368908117872
-112.52849237979899	0.5784187404937805	0.20404523442462083	0.6813758764709597	6267.193340619076
