log_likelihood	T_WGD	nuWGD	nuF	theta
-105.45210910103651	0.5853169736064887	0.22929753259817492	0.7388843050233531	5992.3707513191375
-105.45212497648276	0.5862341222033165	0.2291525304380784	0.7380019426615341	5995.582881718267
-105.45790285243902	0.5943307827867371	0.2260165379369123	0.7313296535320162	6033.471300291833
-105.4521092399948	0.5861178325712401	0.22911610090962897	0.7384190845301831	5994.621277763404
-105.46135856803107	0.5739166715128542	0.2324922557268257	0.7478251270156414	5950.2332322102675
-105.45241744280679	0.5881309865561835	0.2287066926921589	0.7367638347426215	6001.507342658731
-105.45674279681111	0.5868641793917315	0.2295661482791216	0.7359927607405993	5998.659306164648
-105.45221092407587	0.5845649409175505	0.23000991942888763	0.7396065386555993	5985.9052328648495
-105.45210362124476	0.586135774755859	0.22914752687095674	0.7384431503981392	5994.341131508696
-105.46534426499807	0.5734530889246584	0.23414708757526437	0.7471207656607101	5942.14257989132
