log_likelihood	T_WGD	nuWGD	nuF	theta
-103.08658210639555	0.62536819055606	0.20360939487581717	0.7100435698860568	6174.480785268176
-103.07540198441552	0.6150959535023932	0.20958128419651628	0.7224478418764494	6090.1643850512455
-103.0884299074014	0.6100463306375646	0.21319550492685174	0.7315201924133773	6036.4440256552925
-103.07540280216062	0.6150612044322763	0.20947153613101707	0.7223331836151874	6091.367415133251
-113.37346402259936	0.15125937867073116	0.4963398754773908	1.0159907722865553	5195.015665577369
-103.07589678752265	0.615928404749147	0.20951199968889614	0.7211060598111647	6094.798539273567
-103.07540387759877	0.6155369474645707	0.20937179176553905	0.7217397496473066	6093.914774760148
-103.0770832385499	0.618721009659611	0.20720149351981978	0.7176229068454489	6122.888242200375
-103.07555882847964	0.616835376345309	0.208823553976281	0.720807221547226	6100.713207482184
-113.14642463147311	0.09934223827049314	0.8978323801548247	0.877169994830572	5196.09472136278
