log_likelihood	T_WGD	nuWGD	nuF	theta
-121.4391358638984	0.1456014401637554	0.5818452123961445	0.9324700837879507	5200.876425636233
-111.85981058587276	0.6556568106479896	0.09804977185916564	0.41552751932108856	9905.226695156429
-111.81962668792153	0.7231548891793786	0.1496741451246656	0.5526502306221611	7533.200269887822
-111.84226691029562	0.7313137326263786	0.16183962707497	0.5770349326141027	7213.317416164982
-111.81658875575772	0.7225097931509594	0.1459231865723074	0.5431431864257609	7654.307389400707
-121.3761325752489	0.13397401666587155	0.6401262078461234	0.9121744403983015	5201.707303217641
-111.81915227097761	0.7243704660633946	0.149877610556361	0.5526753166339866	7530.260696290009
-111.83707589128335	0.7310736222288129	0.15912726961393467	0.5706755664610281	7286.963897111865
-111.81888689202583	0.7248832168088727	0.14807816957290468	0.5467304438593443	7596.977263921285
-111.82329153584715	0.7270924131847137	0.153498415299847	0.5599027263965338	7431.146621632958
