log_likelihood	T_WGD	nuWGD	nuF	theta
-107.17692014605245	0.6772330854283014	0.2642209767954997	0.7287615096807389	5804.465759425501
-107.17221732206713	0.6893362560024672	0.2594772422414043	0.7212117438254413	5849.523413616006
-107.17622812008926	0.67755755576105	0.2629032107380234	0.7276175593385763	5814.912398192154
-107.17221700975097	0.6904857394831391	0.2586781538462932	0.720618013240994	5855.443367363272
-107.17212897616628	0.6902552533078333	0.2591132614498138	0.7208056407169593	5852.495454376517
-108.24735424186383	0.6541734585832318	0.0843904897745941	0.34415371059397565	11710.780465248978
-107.17215304111164	0.6916463538404832	0.2587136223959373	0.7201789315560201	5856.260085685065
-107.20841701841846	0.6516206453404731	0.27231327387827275	0.7417335531808255	5733.844888218638
-107.17340778012363	0.6867116523179138	0.26151853044552525	0.7236675985154152	5831.4855861908145
-107.17229545629198	0.6936848184782176	0.25786904652657655	0.7186844328854866	5865.060776339406
