log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-578.9646576348667	0.36588932238743893	0.25790646623033614	0.3411566364195859	0.9872120191521725	0.0	5799.265649675928
-579.0032425875642	0.3550215172112749	0.2606212105448959	0.3334710365066971	0.982565764272987	0.0	5819.055048321816
-578.9660132983029	0.3615694776133711	0.2589334241957254	0.33843033429499814	0.9854768073073357	0.0	5806.128340828501
-579.5144790777545	0.3261059147157208	0.2690760635478647	0.3123657920236406	0.9716210482097996	0.0	5865.8804277506215
-578.9598730045756	0.3655092459119777	0.2579696780585911	0.3412315522355532	0.9868180760894631	0.0	5799.689968065892
-578.960452446129	0.36447394093034163	0.2581628929657251	0.34047540404032506	0.986363048791298	0.0	5801.868519476871
-578.962340007804	0.3648788775075239	0.2587626931941526	0.3407134268298258	0.9867447691352939	0.0	5798.637195065774
-578.962481516505	0.3672921038470147	0.258153669079009	0.34256746765538276	0.9875840255749754	0.0	5794.330762633177
-578.9604881366024	0.365067483960825	0.25799411447167087	0.3408793507259656	0.9867944190341703	0.0	5800.457792643102
-578.9617424314356	0.36806833576429193	0.2573273704133377	0.34309007440140366	0.9876710076557821	0.0	5795.499038188392
