log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-593.9792769141575	0.35047153697236805	0.28889296455348895	0.3357736396700329	0.9638660285830855	0.0	5780.667254428514
-593.6630240243524	0.3834240600245268	0.27822989722486324	0.3588414134684597	0.9745497180882567	0.0	5734.968040631346
-593.6634970306735	0.384771224393124	0.27767505680823473	0.3597957785282621	0.9749566975077878	0.0	5733.448869893636
-593.6688983993811	0.38006414488554735	0.2790161264917453	0.3562548465951866	0.9730227554131893	0.0	5742.14986627976
-593.6691214399775	0.37919058986652554	0.2797352415890384	0.3560352176518659	0.973324235670033	0.0	5739.77886694021
-593.6647026684375	0.38241014402659146	0.2783071642143399	0.3583224838460731	0.974140957191949	0.0	5736.785224446337
-593.699248999983	0.3738197194524167	0.28199651677027937	0.35229991203770145	0.9724120800450512	0.0	5743.713973975812
-593.6631356973185	0.3833851696239845	0.2781836408471587	0.3588496521199382	0.974397897720455	0.0	5735.441615562871
-593.663560514954	0.3843997902321406	0.2779774586219459	0.35962727323127636	0.9748431371247849	0.0	5733.241417272447
-593.6655390136063	0.3820221839290325	0.2780825851811207	0.35780019353194137	0.9743295663094822	0.0	5738.083350583907
