log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-580.1418148613104	0.29730578920733314	0.2965720582815236	0.29153868770034796	0.938755879811783	0.0	5859.451280973499
-583.7078788141688	0.18934379911692653	0.3266757702128957	0.2020318387037512	0.9036418967537768	0.0	6042.228625957006
-580.1418712214638	0.29674795072340054	0.29669986548379723	0.29102068951089655	0.9383382655649136	0.0	5861.326462444221
-580.1662263936959	0.29228226538589336	0.29671545555025297	0.2873572671580731	0.9380390348910189	0.0	5869.372946959631
-580.1488659396873	0.30154582074952163	0.2954223047928789	0.2946379293784863	0.9403771715460152	0.0	5852.236886665285
-581.1131156057107	0.35224110738436065	0.28378319932329216	0.33213263816767935	0.9594054055415341	0.0	5758.650436036435
-580.1417373759189	0.2972386075150113	0.29663877229680075	0.29144637095970766	0.9386747852702667	0.0	5859.7079883503975
-581.0465439747813	0.3492071859373731	0.2853661264935831	0.33099868731870014	0.9556443213864275	0.0	5765.886836888035
-580.1421860123975	0.29769931235901576	0.2965273230938507	0.29178932593042123	0.9385964716038304	0.0	5859.567787299556
-580.1422487073033	0.2951899624906163	0.2973074595125645	0.2899190791756934	0.9379585908263526	0.0	5862.764370857406
