log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-602.6925394621533	0.3035132269070538	0.29707981685655477	0.2916744955742356	0.9438291476430176	0.0	5859.055161704276
-602.6925982818277	0.3020056716303936	0.29757397619010084	0.29057933705279376	0.9432688842878291	0.0	5861.357522029908
-602.767267576641	0.31656401858995226	0.2934836203807574	0.30152705534614826	0.9462967191260631	0.0	5842.573001595738
-602.6925839657192	0.30310543293859316	0.2972282162534352	0.29144041470056187	0.9436755782261823	0.0	5859.46849675467
-602.6955581450565	0.30366322889532377	0.2967665730619854	0.2916273319140753	0.9443932686719798	0.0	5858.599774632062
-602.6934464382659	0.30383172363968636	0.2972140360777839	0.29205046703660775	0.9439765496108945	0.0	5857.438698426163
-618.0640432451473	0.07639947653382285	0.36276611725935065	0.08905581780920625	0.8719548619662238	0.0	6242.135284128058
-602.69366439111	0.3041357905890889	0.2972681613893929	0.2921140457924126	0.9440116773584746	0.0	5857.211633011561
-602.6936624670382	0.30114534057330283	0.29796086873172534	0.2898286644723164	0.943052982274343	0.0	5862.459863455589
-602.9251671805068	0.27508883249812344	0.3047038474033764	0.26980110488983167	0.9344117967648425	0.0	5906.716121285671
