log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-568.1419670377757	0.3719679123035325	0.273452960917771	0.3322923620471865	0.9981367387415909	0.0	5715.38230480046
-568.1418719055873	0.37247347396185565	0.27344444098359627	0.3326977779400974	0.9987731989680328	0.0	5712.967000822436
-568.1430202758265	0.3739026355261985	0.27318663881683536	0.3335814723153409	0.9991843023851185	0.0	5710.874853881066
-568.1414899725759	0.37113986141172867	0.2738129728005987	0.3317661953485054	0.9981791988515883	0.0	5715.341091831723
-568.1414327788467	0.37209437391207134	0.27366027162486867	0.33237272958155506	0.998505148049272	0.0	5713.719132133711
-568.1464259409022	0.369506775639804	0.2741308861427448	0.33040826413861313	0.9969027857410803	0.0	5720.548560747411
-568.1420856012719	0.3705214191215826	0.27374270795485994	0.33125607039472205	0.9978863634524044	0.0	5717.389761473376
-568.1432225563271	0.37363281979411905	0.27326606911585316	0.33353045382847946	0.9990209035199615	0.0	5711.082951008392
-568.1686898126079	0.37908696613881065	0.27227845253826605	0.3370601421498693	0.9997492176779252	0.0	5704.710424901815
-568.1413325554142	0.3716469193623274	0.2736980258331649	0.3320660114932801	0.9983607309938634	0.0	5714.616252760348
