log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-562.4989714761734	0.29844725698710056	0.3083225321020203	0.2833613321689793	0.9852747394118386	0.0	5683.409129471369
-562.5007257743001	0.3005710550397929	0.3078836589509849	0.28508821360274045	0.9859589116892471	0.0	5679.488082994916
-562.4997668381307	0.29869944276661237	0.3078103344031815	0.2835865661161596	0.9850355107973698	0.0	5684.941747204359
-562.4989178923784	0.2985028169819067	0.3083127161663594	0.2834157419879593	0.9852438151069769	0.0	5683.4010549600225
-562.5083667027059	0.3029313907026071	0.3072077059900156	0.2864706992579682	0.9869101936771711	0.0	5676.588813729481
-562.5015126228257	0.29606095752431294	0.30855826293457533	0.28164559792244687	0.9842019194471359	0.0	5688.665038203854
-562.5008616992989	0.3008744883604849	0.3074319348424911	0.28523966285437746	0.985928477962573	0.0	5680.555038195923
-562.5638386187095	0.2843426573511571	0.31187090864720396	0.27270620253311784	0.9799976872438186	0.0	5707.305935488987
-562.4989062810016	0.29834024118439745	0.30827628324766543	0.2833332659587404	0.9851952209979261	0.0	5683.743804811704
-564.6182204850911	0.217198731065189	0.33038158918382127	0.21904301000179524	0.9556140201778953	0.0	5818.876612107737
