log_likelihood	mu	sigma	rho	w	theta
-8847.658337040008	1.6278810206806869	2.5169342626932267	0.0	0.04934635681406233	13978.666807206993
-8847.658341117016	1.6278657238623748	2.516937064746	0.0	0.04938654061341326	13978.666807206993
-8847.6583367747	1.6278632311946304	2.516942308982331	0.0	0.04934593051186249	13978.666807206993
-8847.658336643828	1.6278655192965894	2.5169284730678574	0.0	0.049343713141164466	13978.666807206993
-8847.658337140008	1.6278757168182185	2.5169347543427874	0.0	0.04935586233451097	13978.666807206993
-8847.658338003377	1.6278755528504318	2.5169846504368794	0.0	0.049347470013665656	13978.666807206993
-8847.658336902108	1.627878644674553	2.5169296660410776	0.0	0.04934494413744356	13978.666807206993
-8847.658337245484	1.6278523992877152	2.5169374335546832	0.0	0.04935189243470067	13978.666807206993
-8847.658337037363	1.6278661650535193	2.5169411819663647	0.0	0.049356284325915274	13978.666807206993
-8847.658336944585	1.6278686738921395	2.516937642615555	0.0	0.04935497426614709	13978.666807206993
