log_likelihood	mu	sigma	rho	w	theta
-8921.771014615564	1.6053562662726866	2.5452875007826377	0.0	0.05583341018953891	13843.11533213753
-8921.771014577902	1.6053547003725401	2.5452927868034583	0.0	0.05583241761044707	13843.11533213753
-8921.771018327861	1.6053585286876604	2.5452630225170405	0.0	0.055864728961008574	13843.11533213753
-8921.771016172159	1.6053564454010163	2.5453498183439995	0.0	0.055817560859107475	13843.11533213753
-8921.771097585199	1.605260127985267	2.545660184733143	0.0	0.055801260550115264	13843.11533213753
-8921.771016382743	1.6053444961153802	2.5453155446691627	0.0	0.055852836243207325	13843.11533213753
-8921.771087430396	1.6051673526044272	2.545272452396695	0.0	0.05587760926756646	13843.11533213753
-8921.7710145079	1.6053573023318937	2.545289311502685	0.0	0.05582728618092639	13843.11533213753
-8921.77101807468	1.6053332131995437	2.545225383473839	0.0	0.055802245242165184	13843.11533213753
-8921.771014697615	1.6053514740615253	2.545295747488726	0.0	0.05583519215756076	13843.11533213753
