log_likelihood	mu	sigma	rho	w	theta
-8838.340034930685	1.6028915929561176	2.620054148900435	0.0	0.07119384158898318	13708.009416580164
-8838.340042553507	1.6028572069958742	2.6201530581808963	0.0	0.07122370480453519	13708.009416580164
-8838.340034948804	1.6028909678700987	2.6200488344787995	0.0	0.07119752196760312	13708.009416580164
-8838.34003544908	1.602891655171282	2.6200439753270572	0.0	0.07118004002391538	13708.009416580164
-8838.34012246683	1.6029140791150533	2.6200176138532076	0.0	0.07100265855531408	13708.009416580164
-8838.340048715207	1.6028969444633172	2.620035694126577	0.0	0.07111848559715327	13708.009416580164
-8838.340034976769	1.6028936419988637	2.620055856906285	0.0	0.07119865072998013	13708.009416580164
-8838.340038260656	1.6028565050609385	2.6200227333372603	0.0	0.07117744699169566	13708.009416580164
-8838.340036309572	1.60288999047094	2.620062542487851	0.0	0.07121885620515202	13708.009416580164
-8838.34003495773	1.6028892744418233	2.620049511687806	0.0	0.07119784956614644	13708.009416580164
