log_likelihood	mu	sigma	rho	w	theta
-8860.21071720268	1.6276239678230975	2.576194128233378	0.0	0.05662794461182717	13857.596660792977
-8860.210712050186	1.6276229338026413	2.5762206201468034	0.0	0.056686668094112165	13857.596660792977
-8860.210711833737	1.627619111633699	2.576220525150848	0.0	0.056670404553241696	13857.596660792977
-8860.210711731423	1.6276273194733741	2.5762104587583394	0.0	0.05667502269948549	13857.596660792977
-8860.21071347783	1.6276225774373247	2.5761970238851926	0.0	0.05669963536186103	13857.596660792977
-8860.210712868417	1.6276079666791279	2.5762111328093193	0.0	0.05669132215701669	13857.596660792977
-8860.210718539623	1.6276198225712208	2.5761543933419144	0.0	0.05671900234738381	13857.596660792977
-8860.211029420057	1.6272433536814885	2.5763161003949233	0.0	0.05662076741365699	13857.596660792977
-8860.210712266395	1.6276241547749628	2.576178884247208	0.0	0.05667129932933676	13857.596660792977
-8860.21071177512	1.6276255570720324	2.5762315923240933	0.0	0.05667513593151417	13857.596660792977
