log_likelihood	mu	sigma	rho	w	theta
-8758.847224195411	1.6550035745229554	2.4784822282046126	0.0	0.05961404167781563	14107.16010491589
-8758.847223642526	1.6549852977702426	2.4785033032631665	0.0	0.05963652625825221	14107.16010491589
-8758.847223208671	1.654990602029399	2.4784764950708715	0.0	0.05963185560580698	14107.16010491589
-8758.847252163685	1.6550402248407157	2.478666095280853	0.0	0.05956571851573887	14107.16010491589
-8758.847223387515	1.6549832788882477	2.478463849189634	0.0	0.05963399274550352	14107.16010491589
-8758.847223270413	1.6549872201324838	2.4784678589417815	0.0	0.05963480132784912	14107.16010491589
-8758.847223388277	1.6549842256002558	2.478486471582399	0.0	0.05963217347418286	14107.16010491589
-8758.847224125791	1.65499590499217	2.478501265015849	0.0	0.059651803423931685	14107.16010491589
-8758.84730656602	1.6551897229859258	2.4784586330081226	0.0	0.05961260796073145	14107.16010491589
-8758.847223641995	1.654999301205765	2.4784910308673336	0.0	0.05964428837542344	14107.16010491589
