log_likelihood	T_WGD	TF	nuWGD	nuF	H	misid	theta
-1691.150149977756	0.26938389648032546	0.3124160283146153	0.2665555892741579	0.9515033988068426	0.0	0.0023226938760387422	5864.961538653963
-1687.6646540818265	0.33425245580249885	0.29389557980916103	0.31579812839275306	0.9761939062241441	0.0	0.0023698367105407458	5754.922623467117
-1765.2765070281166	0.0895513230499418	0.3798594893940742	0.10449689825239254	0.8886304918980404	0.0	0.006853378735287875	6135.723535308252
-1706.8109273208731	0.13698750811329852	0.34921142284261214	0.15101115799506973	0.9067399446635424	0.0	0.0016600415667647134	6094.758362042962
-1690.5752406627585	0.27731231017436386	0.307810854389618	0.27266306434045146	0.9532417587784858	0.0	0.0021840110621049727	5861.33735386065
-1780.923881583617	0.10562294111084351	0.2937911625635525	0.11791353865148438	0.8832493176615678	0.0	0.0056430891282669435	6402.116524337242
-1710.5613073890825	0.3373698675413269	0.31194396725280665	0.3184825162931123	0.9767873945178958	0.0	0.0057136119043655125	5701.062731593724
-1697.2238883928396	0.20625307937654194	0.33225483962502333	0.21388667199764425	0.9292596769534447	0.0	0.0019350507661286078	5969.636963559879
-1694.0360242135198	0.5347944876328521	0.2433958451443005	0.4499750146261374	1.0428666130090976	0.0	0.003366503160411661	5448.893117228968
-1707.6539288228187	0.6488121412996463	0.22491914355123993	0.509895170289425	1.10737907177488	0.0	0.003639629886108078	5231.352220284855
-1688.148252059358	0.4289146137999778	0.2696397647487982	0.3838449825793791	0.9982512355732334	0.0	0.0022964414614475817	5624.539218245917
-1686.9253628983301	0.3834493182407952	0.27661960854667256	0.34973264742548094	0.9919968969048893	0.0	0.0026768241135244437	5693.848369243113
