log_likelihood	T_WGD	nuWGD	nuF	theta
-611.2446341031571	0.5520607482904851	0.1923744313573315	0.6941618263378116	6365.895567997667
-611.2446345281292	0.5520444546184594	0.1924707787262858	0.6943396248676721	6364.421860463639
-611.2446263298989	0.5521862128651002	0.1924242242638539	0.69418448362729	6365.400731509216
-611.2451106853977	0.5528792485352798	0.19170528167717552	0.6929312097865585	6375.878832449308
-611.2447132005448	0.5523936175229093	0.1922803003427129	0.6938238348832185	6367.957176075987
-632.169413195046	0.09607607271920561	0.8192466951386952	0.8216929858367428	5300.998977757947
-611.246453203131	0.5507388109732548	0.19323764133278482	0.6951608767332313	6356.060596460967
-611.2474026002932	0.554442114827184	0.19065720260206154	0.6909886065557692	6391.520267515525
-632.1684594965307	0.09568760386099227	0.8250721832085314	0.8206396314556522	5300.400520075038
-632.1686210186601	0.0958994591809089	0.8217260186080978	0.8214847226251417	5300.423350820786
