log_likelihood	T_WGD	nuWGD	nuF	theta
-632.6379979383735	0.5874535440327516	0.0910985086203235	0.42361082854673426	10119.63005575455
-632.6744064426321	0.6142692677860807	0.10484722415964493	0.4639373514219821	9251.083850252
-632.6767185566296	0.6151861702317313	0.10547330332425697	0.46591081723355	9214.007232441727
-633.0318632097669	0.642607635811107	0.13845831278742107	0.5547892400413765	7788.015620320043
-632.7426858261493	0.6233588059543358	0.11027254179657978	0.4817453787659747	8933.456739870973
-654.9387804545922	0.14600966893617365	0.564587165218382	0.8579891060969387	5354.4725938408965
-632.7288849920833	0.6253089349729505	0.11137717439186948	0.4835814489285503	8892.10633139081
-632.668789385036	0.6100662475861356	0.10307158579073294	0.45908696475093796	9348.25447801857
-632.6710817524563	0.6129099402156174	0.10423732259110505	0.4625525191017566	9280.730304589151
-632.6654063083515	0.6099054521264571	0.10260188328020636	0.458379629764533	9367.456324859
