log_likelihood	T_WGD	nuWGD	nuF	theta
-630.3178762544098	0.5519179304262869	0.21626601972577625	0.7423628396451903	6091.817058395263
-630.3212561709463	0.5492475606665955	0.21740270572620451	0.7449153791629356	6076.600655754348
-640.3484489537658	0.0862101409749148	1.024139767746154	0.7998824975201669	5337.526637867319
-630.3169260041836	0.5516181934177216	0.2170979472409403	0.7430171624817188	6084.806647064454
-630.3168910939918	0.5518290359317805	0.2169053530295385	0.7427202230088554	6086.9698086240205
-630.3168570415032	0.5520710668823059	0.21673962491630083	0.7424803999009182	6088.715886964511
-630.3179165819713	0.5504690986849465	0.21814765993799726	0.7444930240162889	6073.691059130054
-630.3169280908041	0.5516948562892272	0.21718912857610886	0.7430597679243328	6084.092713296255
-636.7606801700636	0.5254735403141644	0.06947917789927177	0.371623618987772	11763.861351208492
-630.3168257249658	0.5521861720075724	0.21690846524132246	0.7426231270403627	6087.147333985964
