log_likelihood	T_WGD	nuWGD	nuF	theta
-662.7824143044177	0.1338544501419788	0.7444472347580888	0.8246223288933262	5275.790491687357
-638.2875176352028	0.650820284526018	0.1288056358277087	0.5391105940141445	8065.624441008102
-638.2996204629701	0.6558675186371054	0.13637055243726365	0.5576659089837047	7803.225824396322
-638.288955473144	0.6516582418487494	0.12947328014264295	0.5399509517779699	8048.649095435128
-638.2964004482965	0.6438649190639378	0.12101227894079986	0.5186538304654902	8374.290473623503
-638.288498420639	0.6522838121796365	0.13075022586709503	0.5438760599545223	7995.987167163999
-638.2875124052208	0.6512330713678935	0.1288581530542236	0.5390185167511107	8065.7003028481695
-662.7824497468312	0.13400071390270396	0.7436155974410295	0.8247981037697627	5275.720597150086
-638.3092294140208	0.6572138709148543	0.13487432533324378	0.554750299369355	7846.862830345515
-662.7824577191234	0.13399919465137008	0.7434888195249537	0.8248372989256068	5275.7632013446555
