log_likelihood	T_WGD	nuWGD	nuF	theta
-612.0888978700858	0.6544306735291666	0.11657959057289558	0.5092554157701796	8518.266687519728
-612.0832169965965	0.6509656861598293	0.11485726503835779	0.5056946637333598	8584.264439990058
-612.1235735093086	0.5879415973169644	0.08358823502453872	0.4111454850990323	10525.955038761047
-612.0797855609305	0.6464203761243511	0.11158103100961332	0.4963438437046634	8741.579076146289
-612.1192743314718	0.6636468009827162	0.12558349056450935	0.5357048485848389	8120.122236994155
-612.081385417115	0.6487607433743456	0.11335527070891557	0.5015541142386652	8653.935978958598
-612.3053566984768	0.6839612726419751	0.14662447569486414	0.5847733467021471	7441.732358124239
-612.0820578578246	0.6480812177136787	0.11323912441722302	0.5016656725043352	8654.75309077307
-612.1191410587883	0.6644118345926701	0.12694473836030498	0.5386268665519036	8073.656111544929
-612.0793879042504	0.6453119654215917	0.11099583747628632	0.4949014783296264	8767.904089760134
