log_likelihood	T_WGD	nuWGD	nuF	theta
-630.7036798201332	0.5891230774772992	0.20521663703431006	0.7207251733702734	6218.754307073171
-630.6949498510387	0.5928370735999356	0.20680465660167155	0.7218096487292016	6202.600273285565
-630.7152935485805	0.6012967499599141	0.20011011833558492	0.7104778095496783	6291.44863211306
-630.6941918525351	0.5933741001825207	0.20547953201276112	0.7198808094720378	6218.960487726021
-630.987316925901	0.6152429818186332	0.18277225635563007	0.6824115456037348	6541.580806828048
-630.6944666642313	0.5940521234329081	0.20560981455462812	0.7198334276466017	6218.070731748379
-630.6939160551237	0.5924834004967016	0.20607671695546667	0.7208410344000943	6211.491440096099
-632.3083352123413	0.5109374067020118	0.23554197555690054	0.7858613773066725	5841.864967395565
-630.6939980276874	0.5922362958255263	0.20637722232211433	0.7212821510273396	6207.827276292525
-630.6941816746673	0.5921852597103852	0.20657562186231637	0.7217117205582101	6204.704897443545
