log_likelihood	T_WGD	nuWGD	nuF	theta
-609.9369117764279	0.6148940987480642	0.1315841103259617	0.5909003835270461	7567.771081175875
-609.9376684593003	0.6163598452163312	0.133459271931756	0.5955237747406738	7509.93380306627
-609.9367263889967	0.6151863495421881	0.13197640795861904	0.5920196077270926	7554.494019542682
-610.0493296232502	0.6021208315287068	0.1127547936093415	0.5385771734103139	8276.573775232291
-609.9451256804241	0.6124129394215241	0.12738968345248852	0.5799345395157411	7706.371766982781
-609.936713441473	0.615375882298149	0.13219293615083194	0.5924769490618522	7548.309465901997
-609.9446028186726	0.6131212423689986	0.1272391320544581	0.579300238158549	7713.239007308207
-609.9367717268799	0.6155178324911721	0.13252837284659819	0.5934007056888009	7537.2853077269565
-609.948685659089	0.6175954738960459	0.13774377398485244	0.6064347405112377	7379.9903275541
-609.9477476616563	0.6173576280003997	0.13518950616747588	0.6011425136678966	7447.9789393353885
