log_likelihood	mu	sigma	rho	w	misid	theta
-8710.12708627176	1.6050993159643836	2.53381519100991	0.0	0.0882842482287405	0.003028158112870189	13593.579485518976
-8710.127082791289	1.6050167062501481	2.533670501021701	0.0	0.08823355378822988	0.0030284972372318763	13593.579485518976
-8710.12708588028	1.6050555364754022	2.533682227136882	0.0	0.08818228207609073	0.0030274878453261742	13593.579485518976
-8710.342623009385	1.6037170170290906	2.538693222284304	0.0	0.09840554050152815	0.003064055893619414	13593.579485518976
-8710.127296825272	1.6051462407992352	2.533364766134801	0.0	0.0879922812215616	0.003030539318660973	13593.579485518976
-8710.127076486919	1.6050574019000106	2.533717244113599	0.0	0.08824603808161963	0.0030279259338128945	13593.579485518976
-8710.127080554013	1.6050446823351983	2.5338180990161483	0.0	0.08824463514981763	0.003027622901193608	13593.579485518976
-8710.127077253757	1.6050598010359067	2.5337676005082463	0.0	0.08824996809357101	0.0030279336506120404	13593.579485518976
-8710.12707687003	1.6050589389728707	2.533706854403057	0.0	0.08825179005965346	0.003028095130147687	13593.579485518976
-8710.127083985855	1.6050800332411042	2.5337290456942867	0.0	0.08819495725721549	0.0030283508784852285	13593.579485518976
