log_likelihood	mu	sigma	rho	w	misid	theta
-8715.630239389877	1.641892684100129	2.4902776516603478	0.0	0.07168856134757574	0.002467205834701631	13686.754505925099
-8715.63021820703	1.6419286725741462	2.4903192989383127	0.0	0.07173266370265352	0.0024658852289849583	13686.754505925099
-8715.630225108536	1.6418713930833957	2.4903416111765035	0.0	0.07179439403155585	0.0024656863766076833	13686.754505925099
-8715.63022318095	1.6419096175399952	2.4902159559990715	0.0	0.07171417538757839	0.0024660563315765985	13686.754505925099
-8715.630267198725	1.6419223735157307	2.490265886146162	0.0	0.07158013292172388	0.0024657671290039635	13686.754505925099
-8715.636933578058	1.6421321872218508	2.489964965945437	0.0	0.0698341893156807	0.0024640745231263115	13686.754505925099
-8715.630233569309	1.6419769700883757	2.4903505552433023	0.0	0.07178820151001784	0.0024665363627561078	13686.754505925099
-8715.630221295303	1.641879513987751	2.490264652827206	0.0	0.07173467188029607	0.002465549338648407	13686.754505925099
-8715.630220329282	1.6419103278619436	2.490369130492047	0.0	0.0717782415512632	0.002465664157059742	13686.754505925099
-8715.630219770814	1.6418856544384621	2.490302645561666	0.0	0.07176857362053504	0.002465887947133741	13686.754505925099
