log_likelihood	mu	sigma	rho	w	misid	theta
-8884.275410119779	1.6209527149532248	2.560294231848852	0.0	0.07142283167318193	0.002720714705918179	13581.524860662896
-8884.274716239008	1.6208711239645388	2.5606595946514434	0.0	0.07198901830583157	0.0027241608143134645	13581.524860662896
-8884.274696770115	1.6208134785576767	2.560587669664979	0.0	0.07202189265651589	0.00272280847851713	13581.524860662896
-8884.274694709944	1.620823624403052	2.56057650078813	0.0	0.0719823628818933	0.002722731679179836	13581.524860662896
-8884.274696365317	1.6208319830224374	2.5605885849261667	0.0	0.07201692066690196	0.0027228413679551587	13581.524860662896
-8884.274695034375	1.6208306674293447	2.560576686355686	0.0	0.07200204460596525	0.002722761078174808	13581.524860662896
-8884.274694608415	1.6208221198384603	2.5605677900817776	0.0	0.07198994849473889	0.002722710792829877	13581.524860662896
-8884.274758678876	1.6208573778402475	2.5606142087048793	0.0	0.07215701764366715	0.0027234752263723258	13581.524860662896
-8884.27469636624	1.6208170030586737	2.5605618842082865	0.0	0.07199711776384164	0.0027232418942485953	13581.524860662896
-8884.274694702535	1.620820604547507	2.5605718197739105	0.0	0.07198319689740139	0.002722705779209462	13581.524860662896
