log_likelihood	mu	sigma	rho	w	misid	theta
-8804.029000965947	1.6145431096353375	2.545180451330513	0.0	0.03874494407651509	0.002548721947714144	13517.238879424487
-8804.029008036257	1.614511538024557	2.5452510370476435	0.0	0.038787109163836986	0.0025497480255273234	13517.238879424487
-8804.028996348732	1.614565708682443	2.545189212016522	0.0	0.03874696993932673	0.002549379899175255	13517.238879424487
-8804.028998855345	1.6145397990574777	2.5452051810420597	0.0	0.03875266934169982	0.002549752183851081	13517.238879424487
-8804.028997284786	1.6145582653175463	2.545173984689525	0.0	0.038747888394513645	0.0025497601420616488	13517.238879424487
-8804.029391928574	1.6146277110977596	2.5448790714569594	0.0	0.03909578710310275	0.0025506008269471675	13517.238879424487
-8804.028998100315	1.614578769734687	2.545169836169654	0.0	0.03876885593138919	0.0025497174635406763	13517.238879424487
-8804.028996375968	1.6145651299193715	2.5451739871828902	0.0	0.03875564035815576	0.0025494440960234788	13517.238879424487
-8804.02899762526	1.6145685851287865	2.5451782288725413	0.0	0.03873285514381808	0.002549649634710235	13517.238879424487
-8804.028998272268	1.6145769712599742	2.545164618897452	0.0	0.0387688560738414	0.002549762902157193	13517.238879424487
