log_likelihood	mu	sigma	rho	w	misid	theta
-8752.138670628241	1.622499383217751	2.4408977976419437	0.0	0.055056401873654785	0.0034381907311025824	13844.245007759986
-8752.138654664097	1.6225529267886845	2.4409933623017954	0.0	0.05506118955082176	0.003439315729263513	13844.245007759986
-8752.13866134829	1.622579699848906	2.440968364863903	0.0	0.05501678023218663	0.003439197318837229	13844.245007759986
-8752.138655803888	1.6225309831377879	2.4409709307013094	0.0	0.055059614556150105	0.003439432172094464	13844.245007759986
-8752.138656845133	1.6225531080232676	2.441024397825168	0.0	0.05510044517598293	0.0034393084380741844	13844.245007759986
-8752.138654520855	1.6225527518231828	2.4409931790077812	0.0	0.05506844884705329	0.003439298071311415	13844.245007759986
-8752.138707833186	1.6225336127904575	2.440933398835375	0.0	0.05503740511067901	0.0034422543694374516	13844.245007759986
-8752.1386977256	1.6225652480138317	2.4409540207911453	0.0	0.0549218504180996	0.0034392405109262177	13844.245007759986
-8752.13865540341	1.622551451732167	2.4409832378088514	0.0	0.05508435362406408	0.003439050290977826	13844.245007759986
-8752.138658420525	1.622553455973751	2.440970562738874	0.0	0.055039922649375884	0.0034399047205012773	13844.245007759986
