log_likelihood	mu	sigma	rho	w	misid	theta
-8630.187756775511	1.6382981755900263	2.438483195338809	0.0	0.0704165008150414	0.0030097006118468797	13641.997991311038
-8630.187885899764	1.638262647005878	2.4385820139909593	0.0	0.07062838962855572	0.0030064297157035703	13641.997991311038
-8630.187761997302	1.638298368185917	2.438459063657892	0.0	0.07037373327697681	0.0030090522267141747	13641.997991311038
-8630.187755114534	1.6383031382082751	2.4384731064029412	0.0	0.07042878187475865	0.0030092974629200037	13641.997991311038
-8630.187755542738	1.638306963140189	2.438469050937671	0.0	0.0704219006489828	0.0030094413522887627	13641.997991311038
-8630.187755422134	1.6382927588366853	2.4384674867831064	0.0	0.07044099714955177	0.0030091958907457954	13641.997991311038
-8630.18777738078	1.6383506847163383	2.438607817602863	0.0	0.07050763271459094	0.0030098169830375435	13641.997991311038
-8630.187761704696	1.6383438327185151	2.438448476057605	0.0	0.07039720459817991	0.003009307883448089	13641.997991311038
-8630.187756233434	1.6382956622073643	2.438508210675368	0.0	0.07044118481786518	0.0030089334473506523	13641.997991311038
-8630.187755063538	1.6383002404399054	2.4384794310496565	0.0	0.07043684826811267	0.0030093136862540926	13641.997991311038
