log_likelihood	mu	sigma	rho	w	misid	theta
-8757.621224154747	1.614030725106014	2.591109806193687	0.0	0.0700310322691188	0.0025105009630802056	13472.037935468661
-8757.621221039935	1.6140364590049459	2.5910818982777446	0.0	0.0700384611936922	0.0025099088758601808	13472.037935468661
-8757.621230885585	1.61401634647804	2.590935798605625	0.0	0.07005279345241064	0.0025098262619001922	13472.037935468661
-8757.621241665689	1.6140564857195479	2.5910697025834355	0.0	0.06994426960564205	0.0025099125216846044	13472.037935468661
-8757.62122450972	1.614054758505012	2.591115459162843	0.0	0.07001403496632598	0.0025094691718551194	13472.037935468661
-8757.621221319896	1.6140356483535219	2.5911078402733163	0.0	0.07005044096604537	0.0025098945702711623	13472.037935468661
-8757.621221279453	1.6140464234294905	2.5910774155059944	0.0	0.07004651873622196	0.002509962755911344	13472.037935468661
-8757.62122731337	1.6140387047866056	2.5910415284080157	0.0	0.07001562553212429	0.0025107095569666393	13472.037935468661
-8757.621234332819	1.613984731331868	2.591073143334456	0.0	0.06998618923042359	0.0025099663430649894	13472.037935468661
-8757.621228011598	1.6140501774142484	2.591045628463026	0.0	0.0700284467701525	0.0025090836275459285	13472.037935468661
