log_likelihood	mu	sigma	rho	w	misid	theta
-8766.575777797021	1.5991483969334883	2.4860878541961515	0.0	0.07512644350816619	0.003221213748957574	13533.360475388943
-8766.575776633808	1.599147583062173	2.486117536373729	0.0	0.07514671039144882	0.00322120712291914	13533.360475388943
-8766.575810242319	1.599163262570055	2.4861106607264145	0.0	0.07526474414739055	0.0032223038292512516	13533.360475388943
-8766.575776991594	1.5991473269705627	2.4861117342668595	0.0	0.07513459087138072	0.003221161719250777	13533.360475388943
-8766.575796796717	1.5991230213971057	2.48612633585839	0.0	0.07524798202039452	0.0032209715764008316	13533.360475388943
-8766.575782673219	1.5991539474253973	2.4860940307932204	0.0	0.07509481392295173	0.0032214529062802775	13533.360475388943
-8766.575777675545	1.5991436417579208	2.4861110299534044	0.0	0.07516678605252948	0.003220986809819794	13533.360475388943
-8766.575776648304	1.5991466855292729	2.486116756853065	0.0	0.07514514792534616	0.003221200619311074	13533.360475388943
-8766.575784605944	1.5991534716951776	2.4861120162161816	0.0	0.07508443260517476	0.0032213267219460876	13533.360475388943
-8766.57578085396	1.5991472364907489	2.4861633143870523	0.0	0.07515819602854137	0.0032204489516040355	13533.360475388943
