log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1133.0482841747316	0.20840999120331422	0.13645943350826029	0.2886456149760963	0.7777679111296519	0.8214070694760753	0.0	0.028206358393438134	5602.256070617313
-1130.1440980770549	0.04071807008179819	0.2969287196249142	0.2869361514445413	0.7769186889475388	0.8684634110674789	0.0	0.02165384192838601	5633.796227866224
-1131.6240796017075	0.15274942032022523	0.1942033817695973	0.3027470370801479	0.7648094041022924	0.8570398282466561	0.0	0.023126785034089308	5582.251798114376
-1135.8704007533647	0.32101054889524183	0.03566860333475334	0.3097565424277907	0.7707649186449237	0.6816261646144309	0.0	0.02911014358652713	5519.339178305511
-1131.8671513072	0.17149496922793547	0.1745342509793574	0.29738750993908364	0.7721063335068772	0.8469595339456695	0.0	0.024846127120303697	5587.915948906055
-1131.7636533650307	0.16581411355056633	0.180819796232906	0.29919223148125246	0.770381151729854	0.8505833935768418	0.0	0.02518843417903158	5584.335796523979
-1132.8027784087194	0.21546197390761862	0.13530427026229777	0.31085874485475523	0.754355652709709	0.8367289141921145	0.0	0.02592559454998098	5563.333720324423
-1130.6564032822575	0.08801407762151302	0.2532614038093815	0.29141818615486886	0.7737106295790027	0.864635441902826	0.0	0.023481943128605895	5614.880379195085
-1132.5822595388622	0.20888819031276307	0.14092770414971048	0.30686094326578256	0.7613594208913187	0.8367026535538881	0.0	0.026047526031738568	5567.787492985988
-1129.8040944022855	0.0010381284598461374	0.3346088695533961	0.28438415885393264	0.7785570965296368	0.8735850943024603	0.0	0.020945966271459053	5642.504653472682
