log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1121.2575782116055	0.062346330014204726	0.30087218716719616	0.3015176448560873	0.8075302418157778	0.9251628021175289	0.0	0.10466657624109027	5472.096887259482
-1124.018341107695	0.3507266074676141	0.025438839117954578	0.31580209223160316	0.8021015979757915	0.7850770325450054	0.0	0.10954612892809434	5395.042666795877
-1122.144334254238	0.14861980247010687	0.21801042625733383	0.3064243978089315	0.804700930035202	0.9191266803725359	0.0	0.10535525532183225	5453.844421555011
-1121.7082465278813	0.09969637836123174	0.26377038181473644	0.2975817281989892	0.8114280790197821	0.9200428892486334	0.0	0.10612707407005703	5474.174146849394
-1122.5267347905071	0.18557340761290644	0.1833842128127914	0.309467082373016	0.803320916362986	0.918664676523958	0.0	0.10639495645463772	5439.473463999224
-1122.6936099796337	0.20153444896746003	0.1682345451226216	0.31060322264435536	0.8026843172849388	0.9171566365233722	0.0	0.10661065662507467	5434.646802019319
-1123.4275968968184	0.2759579104774491	0.09693883971782405	0.314079276504083	0.8022748536534892	0.8986332339644865	0.0	0.10763378443433633	5414.905900907103
-1122.8848849494047	0.1790063550460378	0.19200949764320852	0.325087379906581	0.7826978673928866	0.9211386984928192	0.0	0.10335991281193627	5431.133798532737
-1124.06626710242	0.3041520569186715	0.07291969142382677	0.331364391419351	0.7838691980015466	0.9018100188509907	0.0	0.10608387545220058	5387.962769179632
-1121.828780250417	0.11917181880856567	0.24660220508350122	0.305154611481324	0.805223511899067	0.923055032211477	0.0	0.10523961149859729	5458.069414944345
