log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1134.8318493498878	0.1775624018271509	0.1810100703085643	0.3121615693207055	0.793380316844195	0.884952276784686	0.0	0.07255601238798078	5492.117637352775
-1134.8709003537613	0.18217512463127525	0.1780330630082932	0.31519545822506634	0.7935110232255318	0.8867820394335788	0.0	0.07246101676689236	5481.428075544893
-1135.6269489701094	0.21717811473360202	0.14556987705323482	0.320617400520568	0.7882386722368463	0.8815240209331561	0.0	0.07322463778562358	5466.645096385205
-1133.6086423272827	0.09817001781225453	0.2571405036293892	0.3104175585639475	0.7946694042002247	0.8974788640155855	0.0	0.07001738319793491	5507.262120135236
-1138.6635049763593	0.3062019347699413	0.06277373893558277	0.321777846992707	0.8068886211734283	0.835363550488218	0.0	0.07354836006154788	5418.562586185252
-1134.1982760292924	0.14290607154198562	0.21497920056348188	0.3130682967267157	0.7912771859616078	0.8923854818295596	0.0	0.07191892292425847	5496.321591612724
-1135.62795438904	0.217256964017952	0.1456647616971822	0.31760235186979807	0.7943003729386808	0.8822770770398118	0.0	0.07383684901147668	5464.443936099111
-1135.6551895437212	0.21591178060021976	0.1453981813302209	0.3137124495940341	0.7952814498530542	0.8784642166531952	0.0	0.07414853515128345	5475.527741256958
-1137.6473690663265	0.2844720911986071	0.08472956961961116	0.3305487775531656	0.7813429157143466	0.8677122991137594	0.0	0.07706140429052415	5426.983667994293
-1134.3194143061573	0.15052548083577444	0.20841153036083201	0.31217508028365737	0.7953942504092767	0.8935574412930894	0.0	0.0724685983669647	5488.866604218552
