log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1115.5113813820506	0.127124551868528	0.22855125648848754	0.26453126870518817	0.8306635763209063	0.8660991047379963	0.0	0.0755880060095101	5560.32298185849
-1116.6278064039466	0.16569985575106444	0.19319731754045785	0.2715728745721007	0.8266009586146992	0.860762230388711	0.0	0.0745420310016923	5538.584926251812
-1118.8617453754127	0.22140559641926702	0.13979426423087735	0.27249080393586783	0.8276208970610206	0.8439100253643694	0.0	0.07564898341694844	5523.650340420387
-1117.963809995541	0.1992497552909829	0.16228611970875323	0.27561699510969956	0.8238822051133982	0.8488239193723516	0.0	0.07634487917924304	5526.374724781695
-1114.8575207077156	0.09939757985630307	0.2534806106463473	0.26044971717585663	0.8415147331403773	0.8678078506611319	0.0	0.07304220393903742	5570.563125566841
-1119.8201597898358	0.2424715307026176	0.12277790685148704	0.2809691688911372	0.8200552084314067	0.8421124939825243	0.0	0.07601624080753822	5499.104234012623
-1113.5191921845587	0.002830972834154551	0.34448170906232856	0.25761365136938197	0.8362919260546042	0.8767118641363686	0.0	0.07158551906602802	5601.874979890543
-1114.3627125836765	0.07377154134374901	0.2778490540355019	0.2604318754250074	0.8411724604248397	0.8712715267998903	0.0	0.07233037300007353	5576.004202939668
-1116.2960074640175	0.15552357332591107	0.201720828192855	0.2679154429024615	0.8304916369221794	0.8598097334198763	0.0	0.07452069925863182	5549.158722181366
-1119.0605889751464	0.22771493148996236	0.1358827639674567	0.27330992317307273	0.8309871482813073	0.848768736178201	0.0	0.07635857514071395	5507.9099278027015
-1115.056118124941	0.10337580503787405	0.25182948258565613	0.26098536199463773	0.8437804303077463	0.8753960410352681	0.0	0.07429017954022621	5553.810665601868
-1128.131963764944	0.36673517887851625	0.007824055377804853	0.2751268400781878	0.852560306001485	0.4584906931700227	0.0	0.08109457669527709	5419.632621019868
-1116.5853961116813	0.16441911143723742	0.19392355699660196	0.2670334295458028	0.8357539360872384	0.8617745511764138	0.0	0.07511227597025937	5539.3757906042565
-1118.7252429850755	0.22024833189982848	0.14260169423707372	0.27497360996351977	0.8265859924538989	0.8497612606042171	0.0	0.07560264855657037	5513.123357514867
-1115.4053376079128	0.11902642179291711	0.23484731797541025	0.25904116751388434	0.849328035540661	0.8646970378774819	0.0	0.07422852132896637	5562.669646650412
-1113.4979791611277	0.0010150776899236654	0.3460913535623032	0.2557771826654876	0.8415527317914098	0.8766325240093229	0.0	0.07112374899443547	5601.778045982373
