log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1145.4505604494254	0.09550181009229756	0.2576783841084046	0.28689336530550996	0.8440738267529467	0.9114167336556949	0.0	0.0699540308041799	5517.116319401559
-1145.4058021612373	0.1883944085230416	0.16858167325931658	0.2962159052402375	0.8281929088940889	0.8951483031758168	0.0	0.07098058664569318	5502.229370236613
-1146.2615732360778	0.27919086858549863	0.08164775513091896	0.29762747379382126	0.8302274697324284	0.8563205028179404	0.0	0.07333904165319699	5479.09514036912
-1145.466839211963	0.13606517821339184	0.22153690604440615	0.29615670706964153	0.8338867398443099	0.9144635081494131	0.0	0.07025969449670542	5491.587653182062
-1145.7305187230218	0.24910928890348397	0.11069534559674156	0.2949860888066874	0.8373877304179466	0.8776020243911342	0.0	0.07260045710342464	5482.322874058173
-1145.3763087740654	0.11604981540446101	0.23809535766926915	0.28810504365600226	0.8432470108056949	0.9093826895463573	0.0	0.07014408078322329	5512.200266391156
-1148.166648257296	0.3405269900573455	0.023650427027296556	0.3003447499221499	0.8378192262610747	0.7166196770411438	0.0	0.07312957156216857	5449.981539255717
-1145.2968087309823	0.17433205815503983	0.18179379386080252	0.2900984465269125	0.8426578867626292	0.8987586336321965	0.0	0.07124988592734842	5502.409171251322
-1145.5544119711053	0.2323277787133875	0.1263944947940259	0.29339918888507127	0.840352597520807	0.882891712425187	0.0	0.07188821693999406	5487.858504659404
-1145.3926940272172	0.11114022923471142	0.24281585859313728	0.2876366015862444	0.844831128915637	0.9099364569677666	0.0	0.06994239611542317	5512.460271212912
