log_likelihood	T_WGD	nuWGD	nuF	theta
-418.1625567817549	0.08117726916034802	1.2326728348454359	0.7383464140034838	5308.837013089215
-402.4884594957536	0.5756523108737054	0.19888890294494194	0.6956109130502348	6320.206023692217
-402.48730405980336	0.5764423010890681	0.19803137675678484	0.6947165826147537	6329.727109001439
-402.4932871326256	0.5808947303101041	0.1975045680996275	0.6922995970669364	6342.4215262506395
-402.4876079579527	0.5758101894425349	0.19798893082319616	0.6950267301417528	6328.911683643323
-402.57110201223446	0.5847199932821646	0.19263131865919025	0.6895344980825936	6387.636293036945
-402.48815167802917	0.5753440258929887	0.19797879049631556	0.6947091691629127	6330.607273336522
-402.4876940200663	0.5777841731216963	0.19696920576652563	0.692739443995047	6345.398041327439
-402.48770819765224	0.5760180012675806	0.19768073620608628	0.6945976042096055	6332.818180952935
-402.48890331754785	0.5747214884864968	0.1991544997824611	0.6969788958877193	6312.725051053967
