log_likelihood	T_WGD	nuWGD	nuF	theta
-403.69641273882263	0.6100797982451965	0.17617923425373228	0.6587358171356111	6660.769889854414
-403.6964013208418	0.6099338872791749	0.17627773335849753	0.658853089842335	6659.369920361419
-403.69654415187375	0.6102068784721237	0.17627815862317792	0.6586504697569204	6660.340812111526
-403.6964371403085	0.6098597653723049	0.17608817433882976	0.6587436718219855	6661.560024912834
-403.69648399235433	0.609795744501361	0.1763942168374144	0.6593818060050678	6655.710091359477
-403.69753361341986	0.6113723130983144	0.1747237983348507	0.6556367351107607	6688.987352863419
-403.696823173428	0.6102493871478802	0.17667324494277512	0.6596331650055165	6651.932448557445
-403.7268605591417	0.6051107416523571	0.1836978790462928	0.6725335493414332	6531.437670793173
-403.6963773896426	0.6098953522771486	0.17628795172749404	0.6589822321581212	6658.629841083525
-403.69681349127	0.6094255081772146	0.1770962519084277	0.66045484951102	6644.372814490859
