log_likelihood	T_WGD	nuWGD	nuF	theta
-403.64491487353575	0.666075925927253	0.11074614312214644	0.4772206812691212	8921.061791155598
-403.63291407523946	0.6568314261470926	0.10554973724914034	0.46334794562266096	9189.835574342484
-403.6318945538039	0.6568670014642889	0.10563597235922421	0.46344574592991356	9186.75725886085
-403.6705259281832	0.6754786725981254	0.11739087367852838	0.49626126966223827	8590.552827530048
-403.7148419818401	0.6869724752474281	0.12509977124048655	0.5172938650590244	8252.880239613594
-403.6296012365213	0.6558348342852693	0.10513801059539091	0.461591788040841	9219.768351126528
-403.8473005607275	0.6948167078116078	0.13805354247763796	0.5529418345980508	7751.591748861198
-403.66891171122046	0.6757261683895086	0.11606504909398797	0.4905732679693875	8674.184037414156
-403.6317219686574	0.6572428418844011	0.10608754150731126	0.46453805462548203	9163.820297330189
-403.75749124166606	0.6923103285272068	0.13197414291448167	0.5343971550464811	7992.465112049225
