log_likelihood	T_WGD	nuWGD	nuF	theta
-437.3791554747882	0.10493789697377887	1.078027080289627	0.7526890723617639	5203.961515801276
-418.67834953139635	0.6523712096681338	0.14925556396767076	0.588732088351737	7291.42250254385
-418.6783647353481	0.6524235535128677	0.1489849506824897	0.5881523220702626	7298.516763897431
-418.6784027421685	0.65215855032093	0.14848460727005314	0.5870744450765744	7311.691887435833
-418.6784282284233	0.6523576378234837	0.14958863003711922	0.5895571206998278	7282.001241165888
-418.67868038282785	0.6517070246154575	0.14957949222354483	0.5898042011529511	7280.465238564686
-418.6783728647233	0.6524219729949585	0.14879038643796105	0.5877081030918008	7303.803571526699
-437.37987740155023	0.10520543728126806	1.07292738975998	0.7538876668334807	5203.409730627529
-418.67835013432597	0.6524013194578441	0.14924252629845536	0.5886818420329748	7291.906864378752
-418.67864203177373	0.6519791809919318	0.14883477587701485	0.5882196757673492	7299.838805759719
