log_likelihood	T_WGD	nuWGD	nuF	theta
-408.7518084841091	0.5441175446890696	0.2777867711653121	0.7715419700474481	5668.79920818432
-408.75185152935205	0.5447381236623386	0.27740202956504006	0.7712531684235523	5670.89745863969
-408.75276292541815	0.5448592550978536	0.2781593142083901	0.7711702232949663	5668.1078370150735
-408.752263569692	0.5469206104769188	0.2766793399776622	0.7700243531495469	5676.501640424515
-408.7520321186887	0.5441808874953697	0.2775818949835033	0.7717079695250303	5668.988160474871
-414.19603235446965	0.6755085653633498	0.10670304992120046	0.4454221700546722	9422.881208334678
-412.42158208661294	0.178815366811072	0.5287432418489041	0.866001716563983	5289.816286900198
-408.7519083545515	0.5444407249630299	0.27735069737330514	0.771250993757652	5671.291872927462
-408.75765699163895	0.5429593371589926	0.2801097575870767	0.7724026328654064	5657.625832150328
-408.7668483786223	0.5293321250848704	0.2831278912743961	0.7781484048435947	5636.0233313827275
