log_likelihood	T_WGD	nuWGD	nuF	theta
-410.3785902419663	0.5545491997498501	0.23069951407908446	0.7653318288676412	5925.015722844301
-410.3784463880668	0.5547709479655826	0.2303037614144343	0.764798826713047	5928.835711734958
-410.3880071159693	0.5597934687817822	0.22776425259808777	0.7622586962215582	5948.386471075629
-410.3784421134637	0.5544849320633001	0.23051788702200246	0.7650172147510913	5927.134586512795
-410.3784805934282	0.5542296206241208	0.2306716940607371	0.7652488846096407	5925.6621232747575
-410.379950915439	0.5514708846342361	0.23178811418749304	0.7674525299705902	5913.576595596973
-410.37847778532586	0.554722609989963	0.2305630890197514	0.7649885677026995	5926.852934543207
-410.3786760328394	0.5534584685601659	0.23101361274001517	0.7656582422585565	5922.851391958128
-410.4018994954724	0.5643309759597771	0.22435592603755977	0.7554629077178133	5989.349258349767
-410.37902006119026	0.5564378648949256	0.22957358376694412	0.7636050495541299	5935.983843382694
