log_likelihood	T_WGD	nuWGD	nuF	theta
-402.8664093344475	0.571223258551777	0.21051505771459833	0.7394864758856973	6149.808595899797
-402.8273991424681	0.5804931064369871	0.2032690585050782	0.727310465647085	6240.273737201
-402.8273737374543	0.5820897887692505	0.2027829146255066	0.7259655587749502	6248.271715874252
-402.82748058693346	0.5821252049373143	0.20209743950823725	0.7251445935215287	6256.143438673124
-407.55037107911227	0.5301061557480785	0.07072590475822134	0.3797033284100971	11586.851294043878
-402.8277299266366	0.5805370046626329	0.20261860920063954	0.7265732827897401	6247.527541987971
-402.8272236629004	0.5818880721087454	0.2024597437293348	0.7257767648103818	6251.2686919515
-402.82751346159995	0.5825085157120787	0.20269890734116985	0.7259258534983777	6248.774282584376
-402.8279465606134	0.5809146956058496	0.20326005184145488	0.7266155480223194	6243.036134374638
-402.8272348192559	0.5817073461549774	0.2028924923561524	0.7263752402369469	6246.003722053911
