log_likelihood	mu	sigma	misid	theta
-102.27240517122664	0.28671988441725826	85.76242558136799	0.004753667018836024	13941.36436632247
-102.27228188111053	0.2866954228668371	85.78658249600844	0.004734301587103804	13941.36436632247
-102.2722837117791	0.2867172976857236	85.76954473576284	0.004737473189141084	13941.36436632247
-102.27228394309384	0.2866983730911795	85.78057953725529	0.004733341438756499	13941.36436632247
-102.27228152272812	0.2867045210439835	85.78015660384828	0.0047351552775773955	13941.36436632247
-102.27228278870575	0.2867086250378248	85.77817795155511	0.00473669646943675	13941.36436632247
-102.27228163185976	0.28669996480178644	85.78286772451189	0.004734399090587609	13941.36436632247
-102.27228162185065	0.2867030896162896	85.78176355815253	0.004735297320821646	13941.36436632247
-102.27228262334131	0.2866889902904656	85.79169850793095	0.004734404129340076	13941.36436632247
-102.27228169985972	0.28670510041938146	85.78023529618196	0.004735529541770067	13941.36436632247
