log_likelihood	mu	sigma	misid	theta
-108.51073730432597	0.30557275930871464	97.96209875810035	0.004193330179943943	16695.155297209752
-108.51073068919186	0.3055774339605184	97.95397757598923	0.0041960703790822505	16695.155297209752
-108.51073781755485	0.3055462510420884	97.98002065078362	0.004192661379172649	16695.155297209752
-108.51072980544791	0.3055765617052894	97.95511215105303	0.004197183740201336	16695.155297209752
-108.51072989860745	0.30557769325240625	97.95353452376986	0.004197231499026056	16695.155297209752
-108.51073241237361	0.3055531452451594	97.97720113731023	0.004195268225728096	16695.155297209752
-108.510729910598	0.30557511798604625	97.95517384406821	0.004197644176666982	16695.155297209752
-108.51074320104601	0.30556424919236813	97.95435068017827	0.004194806216646908	16695.155297209752
-108.51073048384296	0.30557301190248665	97.95693397340509	0.00419861107806024	16695.155297209752
-108.51083273246513	0.30566264111489966	97.88700995973133	0.004214644938542383	16695.155297209752
