log_likelihood	mu	sigma	misid	theta
-104.00616914652471	0.263006569193086	112.38453807513577	0.0034146349711343484	13141.824190278674
-104.00615662632447	0.2629845875531762	112.41031917156332	0.003415823837103642	13141.824190278674
-104.0061451158657	0.26301102762314127	112.3803923604325	0.003420506134884124	13141.824190278674
-104.00614167350102	0.2629812949811934	112.41920842735402	0.003421708212114316	13141.824190278674
-104.00615384105197	0.26302797079125606	112.36403837224307	0.0034276252264216905	13141.824190278674
-104.0061411084215	0.26298887719217734	112.40688031543209	0.0034218515979671646	13141.824190278674
-104.00614091034333	0.26298816234190964	112.41014831792214	0.0034216310028508043	13141.824190278674
-104.00614390769374	0.26301641221748984	112.37539666287127	0.003424189334563738	13141.824190278674
-104.00614601227608	0.26297225982889877	112.42374306681062	0.003421522883671881	13141.824190278674
-104.0061549038071	0.26303607160340803	112.35748922649002	0.003424146589010789	13141.824190278674
