log_likelihood	mu	sigma	misid	theta
-106.92937836370277	0.2572380494940406	109.07417786214721	0.006242241549951513	12788.344305924991
-106.92937836844203	0.2572383984473669	109.07365403397797	0.0062424177278620424	12788.344305924991
-106.9293862586801	0.2572042930972701	109.11731852532156	0.0062391719694068985	12788.344305924991
-106.92938282562045	0.25723430268026637	109.08096135137873	0.006245526472888538	12788.344305924991
-106.9293784531717	0.2572405524649706	109.0703533603702	0.006242071398085895	12788.344305924991
-106.92937905252154	0.2572345892537792	109.08122561319745	0.006241422822997455	12788.344305924991
-106.92937839226965	0.2572400398871417	109.07171690018055	0.006242313265077322	12788.344305924991
-106.92937855947741	0.25724269295111335	109.06710248090137	0.006242511889219047	12788.344305924991
-106.9293784090213	0.2572352716554119	109.0774353811513	0.0062420951830743435	12788.344305924991
-106.9293783954372	0.2572402071340804	109.071060314401	0.006242361622428035	12788.344305924991
