log_likelihood	mu	sigma	misid	theta
-107.80163032508688	0.25539976886493887	136.8524913177412	0.0023517099025180013	13897.071670553963
-107.80168313023648	0.2553559150433786	136.93636814287552	0.0023574332685361967	13897.071670553963
-107.80162933266581	0.2553894009562159	136.86764447958242	0.0023506321285879797	13897.071670553963
-107.80163040183675	0.2553927296356871	136.8677526537438	0.0023504896800345433	13897.071670553963
-107.80162945254438	0.25538117624971235	136.87967126942198	0.0023491386315763435	13897.071670553963
-107.80163043370874	0.25539856094286306	136.85868814616634	0.0023503705049340955	13897.071670553963
-107.80162883171761	0.25538660647978795	136.86886617633576	0.0023491937388918555	13897.071670553963
-107.8016450713169	0.25538472958820574	136.8816377661698	0.0023550367675561784	13897.071670553963
-107.80162849609553	0.25539464777890103	136.86010826825267	0.002349480709710442	13897.071670553963
-107.80162873730796	0.25539691276256643	136.85056074213784	0.0023494533849956556	13897.071670553963
