log_likelihood	mu	sigma	misid	theta
-103.48632855998574	0.2589170802857135	119.53324506011177	0.003839629681077238	13482.788370711221
-103.48632814867472	0.2589085647059949	119.54431130005138	0.0038387057267640404	13482.788370711221
-103.500164938343	0.2594393879200504	119.27068868788497	0.003958027767570035	13482.788370711221
-103.48632815319729	0.2589113144875529	119.54151166836625	0.0038389062847958987	13482.788370711221
-103.48633014298946	0.2588943183731229	119.56589511117701	0.003836796950958779	13482.788370711221
-103.486328643339	0.2589094020992976	119.5470370953401	0.0038384298541452385	13482.788370711221
-103.48907187717657	0.25872492954239834	119.84392902992953	0.003911074481181985	13482.788370711221
-103.4863306413805	0.25888853623403246	119.57407245006571	0.003838015784940455	13482.788370711221
-103.4863289810703	0.25891946641524094	119.53144485041453	0.0038388738438876664	13482.788370711221
-103.48632811872812	0.2589078923977737	119.54566887199934	0.0038388238363137673	13482.788370711221
