log_likelihood	mu	sigma	misid	theta
-104.32515595830603	0.26276660363868215	111.2788450260278	0.003616269738344244	13505.445300715039
-104.32514149120823	0.26279955393464943	111.25540691027813	0.003618940675980525	13505.445300715039
-104.32513992929375	0.26280397619371504	111.24455100885856	0.003619774448230066	13505.445300715039
-104.3251398866372	0.26279942430400877	111.25012634336055	0.0036197545114396933	13505.445300715039
-104.32514132567132	0.26278556320255664	111.26881362373388	0.0036187991328935688	13505.445300715039
-104.32516094180323	0.2628580499344607	111.1721437120008	0.0036223663410987713	13505.445300715039
-104.3252170304039	0.262876621692816	111.15318559524327	0.0036340581411711814	13505.445300715039
-104.32513989987046	0.2628009914119684	111.2486869076893	0.003620027249416372	13505.445300715039
-104.32513997397155	0.26280483397431614	111.24428335558775	0.0036199784929667723	13505.445300715039
-104.32514850570112	0.26283579868479306	111.20047147318655	0.0036219560888740023	13505.445300715039
