log_likelihood	mu	sigma	misid	theta
-102.13501333093961	0.26928252953852677	91.21631443181494	0.004674799703919406	13141.412403553442
-102.13501331145221	0.26928025734563243	91.21813562891457	0.004674961687010817	13141.412403553442
-102.13501390656847	0.26928823534172436	91.20962429222635	0.004674615423154249	13141.412403553442
-102.13501348354316	0.2692825633971223	91.21617672579536	0.004675714622690765	13141.412403553442
-102.13509398541873	0.2693362634790753	91.15992881299873	0.004690160903679052	13141.412403553442
-102.135014469603	0.2692846254389286	91.21645925489388	0.004676546688756583	13141.412403553442
-102.13501342511267	0.2692798241552158	91.22048734968092	0.0046747964957245935	13141.412403553442
-102.1350133216348	0.2692830513882193	91.2160266633479	0.004675033637228278	13141.412403553442
-102.1350249895388	0.26928216053491805	91.2161125993413	0.0046805213079566255	13141.412403553442
-102.1350133893452	0.269278874674571	91.22005593711306	0.004674384897050288	13141.412403553442
