log_likelihood	mu	sigma	misid	theta
-585.9243663449063	0.2669204844867158	111.0746358839889	0.005136500720336893	13342.94940730522
-585.9243664803248	0.2669176839500212	111.07806994355248	0.005136310094068765	13342.94940730522
-585.9243687365545	0.2669226273778567	111.0741907903459	0.005135601373260175	13342.94940730522
-585.9243670710905	0.2669176475576213	111.07523120034378	0.005136682039790667	13342.94940730522
-585.9243681177097	0.26692100585452627	111.0703109967068	0.005136979625316078	13342.94940730522
-585.9243663513961	0.2669207744099185	111.07422392282476	0.0051365197701108275	13342.94940730522
-585.9246491933504	0.266802525596334	111.22569207957146	0.005140367693695257	13342.94940730522
-585.924366427987	0.2669198720492131	111.07542962089391	0.005136662677275424	13342.94940730522
-585.924372144776	0.2669184225554036	111.07255620889909	0.005137767025657362	13342.94940730522
-585.9244038712216	0.2669196009438439	111.07942454068197	0.005132620178876271	13342.94940730522
