log_likelihood	mu	sigma	misid	theta
-579.5390957111575	0.2507819011912432	128.23260159651585	0.003626030012040343	13375.82449890739
-579.5390943648016	0.2507781165195968	128.2402479849645	0.0036266841726629367	13375.82449890739
-579.5390942577648	0.2507800047424161	128.23772546211896	0.0036266322266685054	13375.82449890739
-579.5390941102264	0.250781837602306	128.2339157942671	0.0036267355953858867	13375.82449890739
-579.5391073918008	0.2507791717622841	128.2434744470102	0.003628631073885832	13375.82449890739
-579.539193844055	0.250791020868131	128.2207868686205	0.0036324883014581064	13375.82449890739
-579.539094312471	0.25078451062183593	128.23144335807066	0.0036267230435188687	13375.82449890739
-579.5390941548571	0.2507807248783544	128.23480018783044	0.0036267613273084486	13375.82449890739
-579.5391039168509	0.25079787463047365	128.21166287657607	0.003628305394316759	13375.82449890739
-579.5390942677707	0.25078322769006567	128.23266518230142	0.003626569171510879	13375.82449890739
