log_likelihood	mu	sigma	misid	theta
-573.4452655933658	0.27458188812831535	97.58541885947606	0.004497417386998221	13446.615826834151
-573.4452694424069	0.2745783455726888	97.58779893956579	0.00449839250841694	13446.615826834151
-573.445264079972	0.2745666796121517	97.60184214164225	0.0044971067555579	13446.615826834151
-573.4452640231035	0.27457608799057387	97.59229708502241	0.004497139754407879	13446.615826834151
-573.4452640881011	0.27456727620475774	97.60178498496694	0.004497042228895367	13446.615826834151
-573.4452639765161	0.27457213018866466	97.59574663620212	0.0044973258100362516	13446.615826834151
-573.4452674859053	0.2745562312868761	97.60773232690134	0.004496599847007543	13446.615826834151
-573.4452699379343	0.2745721716897846	97.603713578793	0.004497111584097774	13446.615826834151
-573.4452638884115	0.27457370344367893	97.59390472729926	0.004497024378615016	13446.615826834151
-573.4452640882819	0.27456816883275176	97.59937786954474	0.004497286596166035	13446.615826834151
