log_likelihood	mu	sigma	misid	theta
-585.5847189926783	0.26178212015695723	120.54991242937633	0.004308220304768875	13756.143239702285
-585.5847208646577	0.26177539849920195	120.55640159071002	0.004308890405496566	13756.143239702285
-585.5847216400755	0.26179877716555255	120.52616264548978	0.004308426283202944	13756.143239702285
-585.5847722152477	0.2617265713260649	120.61755988312396	0.00430965547793598	13756.143239702285
-585.584719737891	0.26177864276575785	120.5517690386888	0.004308775233207545	13756.143239702285
-585.5847185550442	0.26178247848228064	120.54731641223319	0.004308309650433487	13756.143239702285
-585.5847186159472	0.26178186838217177	120.54863438480389	0.004308215737731824	13756.143239702285
-585.5847190924803	0.261777947582839	120.55402063263101	0.00430813974817977	13756.143239702285
-585.5847347645129	0.26177077346725325	120.54977224653732	0.004306626331304966	13756.143239702285
-585.5849111472832	0.2617400838173801	120.57277535583559	0.004300883467291558	13756.143239702285
