log_likelihood	mu	sigma	misid	theta
-582.9623701531241	0.26749732031488765	106.35662956626544	0.003833357818828311	13568.511354103677
-582.9623695087599	0.267503627999054	106.34900613117009	0.0038334513031769474	13568.511354103677
-582.9623722621047	0.2675005845714728	106.35080215900689	0.0038325092328445917	13568.511354103677
-582.962731195221	0.26752951009497145	106.31242621820013	0.0038228215483111392	13568.511354103677
-582.9623698734058	0.2675088688743108	106.34276782317893	0.0038334511327152094	13568.511354103677
-582.9623695512155	0.26750611778563677	106.3465172840543	0.0038334840187350997	13568.511354103677
-582.9623786562454	0.26749304109345523	106.35942645164913	0.003831722631660816	13568.511354103677
-582.9623702736194	0.26750058373082175	106.35372402842914	0.0038330446893836264	13568.511354103677
-582.9623696257715	0.2675017765776159	106.35164166720875	0.0038333479957013503	13568.511354103677
-582.9623698064825	0.2674993450227946	106.35392608714001	0.0038333397858453058	13568.511354103677
