log_likelihood	mu	sigma	misid	theta
-575.1526282171778	0.26311630371425165	112.46296418141198	0.0034694454901940883	13479.541192293716
-575.1526331778159	0.26310629053638984	112.47798068286252	0.0034700202747401706	13479.541192293716
-575.1526288636601	0.2631158587303725	112.46089122122225	0.0034691622610252587	13479.541192293716
-575.1526278139551	0.2631144485732338	112.46658834744908	0.003469293444537135	13479.541192293716
-575.1526308302084	0.26312115559597216	112.45967751812763	0.003470084158603053	13479.541192293716
-575.152627469248	0.26311655122245764	112.46370498215697	0.003468959843840418	13479.541192293716
-575.1526314795906	0.26313140365160814	112.4434138543873	0.0034692952630686878	13479.541192293716
-575.1526401886242	0.26312194085043844	112.46114250373515	0.003471043688516403	13479.541192293716
-575.1526275812331	0.26312053192230744	112.46021251208325	0.0034690838173786825	13479.541192293716
-575.1526282246788	0.2631172028233685	112.46265884431143	0.0034695094028594654	13479.541192293716
