log_likelihood	mu	sigma	misid	theta
-567.8919443001299	0.2580365487619343	112.27257904283604	0.0047973395698005464	13019.19619731865
-567.8919441664244	0.2580391584017382	112.26878360034411	0.004797373947618422	13019.19619731865
-567.8919454240629	0.25803479842544624	112.27161345689709	0.004796702704854956	13019.19619731865
-567.8919457236576	0.2580492957223586	112.25578651068972	0.004797618647474126	13019.19619731865
-567.8919466696733	0.25804713642066357	112.2551663871245	0.004797588718109742	13019.19619731865
-567.8919447376874	0.25804604196083236	112.26109675257322	0.004797231988508792	13019.19619731865
-567.8919444945113	0.2580423212157098	112.26347194096368	0.004797265011721823	13019.19619731865
-567.8919443800182	0.25803581028484024	112.27281816443704	0.00479740230131622	13019.19619731865
-567.8919481837379	0.2580554822479366	112.24765072271326	0.004797730921885201	13019.19619731865
-567.8919642123166	0.2580640229343483	112.2334791013445	0.004795681160370469	13019.19619731865
