log_likelihood	T_WGD	TF	nuWGD	nuF	H	misid	theta
-566.0391874988068	0.2571271112484133	0.32189091847371026	0.2522465934742172	0.9388224741903184	0.0	0.001921921548075882	5921.115672954732
-569.9685941481157	0.2105887115589241	0.33484099420439195	0.21453728570066288	0.9174945560364718	0.0	0.0020770051891388806	6016.15140094074
-582.7344407027011	0.10876479814462157	0.36679981717895754	0.12154451618414147	0.8850076346848005	0.0	0.0018282138941019752	6183.29526019776
-561.6687945653055	0.3534328206679075	0.296078866533167	0.32219612718544494	0.9693746544650512	0.0	0.0023468358398515917	5772.343240478344
-580.4767616788464	0.1325455862068937	0.36689439893986325	0.14353086601401835	0.8898873236022485	0.0	0.0021459260696228225	6137.8071372294025
-568.5086346099455	0.2257101173196623	0.3292053694724759	0.22742421836932464	0.9273021279373909	0.0	0.0019037824333455933	5979.022614219786
-562.2971978998119	0.32644048115108354	0.30747359991036866	0.30507750548586227	0.9595276442700927	0.0	0.0021654887190540074	5801.236839716819
-577.8307445296418	0.1486520142308591	0.3585677742103655	0.16113292774623555	0.8982869472641107	0.0	0.0022201754028064137	6098.280451364827
-561.7317616305763	0.3448786954123887	0.30112200803087336	0.31738561040912455	0.9659557428302037	0.0	0.002248165702515605	5776.9985922138185
-562.6021100053986	0.3171802895975378	0.3079963038208629	0.29778535864927436	0.955944906883586	0.0	0.0021926467919544377	5824.11558147856
-578.415462455871	0.1536761179458394	0.35258950690004986	0.16309512465444584	0.9120670917885898	0.0	0.002511678817073634	6074.817242396276
-567.5551017935234	0.23616043854527394	0.3283588804103558	0.23570070807663893	0.9294249337739418	0.0	0.0019286662572236169	5960.711415344126
-561.2236093242431	0.38190377912089546	0.2924644463243728	0.3441168352033441	0.9770879644502211	0.0	0.002430896111735451	5716.119690721275
