log_likelihood	T_WGD	TF	nuWGD	nuF	H	misid	theta
-543.499684365614	0.18061853322919486	0.3734800968191385	0.22996919975239027	0.9853659605063767	0.0	0.010099942344450172	5598.587520571468
-573.8972263471146	0.12516659836725164	0.4276715054784024	0.11025639763394604	0.7771369022260529	0.0	0.0101	6254.680936954754
-778.7878037997457	0.25296133901919127	0.2896265882812952	0.1913086727183394	1.520557172878501	0.0	0.010025	5697.451811423023
-440.0318432294198	0.38409683906941255	0.17990848349851737	0.3323720621903717	0.9904587542578586	0.0	0.0101	6065.061112800806
-526.0178798551884	0.1913257748416182	0.5874256352270036	0.2891792732504573	0.9137504363034619	0.0	0.010024895692371217	5182.3971986479655
-872.8444700986911	0.23886899795611255	0.5546388326072974	0.3122940094605934	1.288193250309283	0.0	0.0101	4692.823298817079
-664.5649906970536	0.2524373420118599	0.35105178313575747	0.2741368154235584	1.3226564509629417	0.0	0.010025000000000001	5243.352504585763
-807.1068536476305	0.14783567461559463	0.5393771810544573	0.38874858656145395	0.7021659522149412	0.0	0.0100969562902414	5586.43108199111
-377.62877354172133	0.27097559220390993	0.47428200285638544	0.283800813462793	0.8697405737082422	0.0	0.010100165446164086	5504.474915490211
-712.6420584672646	0.14011498805265965	0.5045064820565048	0.16469955851918372	1.2682405218068349	0.0	0.010025000000000001	5065.40740227431
-575.2086427171043	0.20912467790277783	0.2570444665525406	0.24918630451902005	0.7462940243911523	0.0	0.01009991448542218	6290.382321262049
-544.5671322149709	0.14844427075296793	0.27398992787361304	0.18197178511050155	0.8607906430302873	0.0	0.010099913896814012	6212.568386865059
-533.1278818500705	0.1384926920394654	0.5131234290949652	0.22629876640125274	0.8054945273508922	0.0	0.010024884142393303	5583.373113379611
-1224.928062126763	0.10246597812409275	0.4770799391425957	0.07357055176006862	1.4502085815196297	0.0	0.0101	5365.155165136144
-521.5390926928446	0.36112301396592716	0.40699804533036193	0.31860606985929607	1.309062078376753	0.0	0.010025000000000001	5029.542136013816
-783.1442455701856	0.2529838530769881	0.3121160177358439	0.2569206714191386	0.5797538145038534	0.0	0.0101	6584.048484373125
-435.68878475368285	0.3769890345493492	0.21649197668501374	0.3494288513015203	0.8800725452194437	0.0	0.0101	5971.565619796736
-443.82798071373225	0.3870667687708071	0.26774116749695936	0.3037798027314659	1.2653968130516267	0.0	0.0101	5574.034320145472
-495.45720795231364	0.29232406233411246	0.48889196619196534	0.22861212889910373	0.9496323242571778	0.0	0.010100023905849857	5491.576341115683
-487.16316227601646	0.1354099178053046	0.5670620301871366	0.1362458266032593	1.0782388110578325	0.0	0.0101	5262.013238144127
-768.5850165970409	0.17856956719724773	0.48168208396878803	0.19160812341811284	1.3828113835561113	0.0	0.010099919229652561	4988.680195513694
-456.7672770689032	0.23110602011415154	0.5104034919669473	0.2959097055907282	0.747908502439566	0.0	0.0101	5662.047999924179
-424.40338365528237	0.16440877378982424	0.42338829708468434	0.15444771488177678	0.9972689410054438	0.0	0.010025	5722.767960954966
-391.83624784711503	0.19521985873835415	0.5252078512408469	0.2251272044871448	0.9050816281510051	0.0	0.010025	5435.838509842322
-414.34601028734073	0.5557811272594201	0.18324968009039647	0.41605790502262047	1.4698416535170051	0.0	0.010099999999999998	5433.437759889787
-446.7204557911799	0.13879605707186052	0.4431332106695178	0.1276745330248449	0.9489441691322352	0.0	0.0101	5818.181691915941
-778.6241087287688	0.18607496916639468	0.37421677560412847	0.32833763529776505	0.637554878193803	0.0	0.01009986776845741	6054.162489215294
-392.5675172914443	0.3989548752272569	0.4499831451450578	0.3290379190143659	1.0525042727959255	0.0	0.010025	5186.718800820193
-505.23617318922913	0.4381612392795923	0.2803807993937256	0.46315262604971114	0.9567462205585875	0.0	0.010099878779081575	5381.12107769756
-804.2300486173385	0.2690068272945459	0.13678376898610686	0.28271114019699645	1.6616640519057504	0.0	0.0101	6089.578338934735
-770.7880164849366	0.1733751170999456	0.27886261304152965	0.17386815604844802	1.5549984333854772	0.0	0.010173309382914351	5662.751081246344
-711.8661529390306	0.375954996126245	0.15848860140196633	0.2756973175817615	0.818597461105633	0.0	0.0101	6626.923970823164
-591.504251060437	0.16987704244144958	0.4226620513115343	0.19654455824050251	1.1764139718685784	0.0	0.010099999999999998	5322.887002711945
-459.9031546210632	0.2405395597229263	0.4523023515203743	0.20682527512501692	1.0858378741425376	0.0	0.0101	5417.6775195804685
-623.0911411661759	0.07551069550200376	0.4458478476654341	0.13575294710256483	0.646057237368887	0.0	0.0101	6209.805358126021
-531.5500382272464	0.3836649560980817	0.2597060453638917	0.4066817015147969	1.0676392346576096	0.0	0.01009987463882168	5447.173578694304
-582.8301195440431	0.2924969422702736	0.2478176630426463	0.2159297474508984	0.9717931005304674	0.0	0.0101	6280.3804559582995
-1149.6297013068925	0.3970790040600671	0.19130134486182018	0.27944188737994385	0.5881241500217337	0.0	0.0101	6852.676333276937
-393.16388698626184	0.258872928433729	0.5810849602039364	0.2869045124842552	0.9225566700770712	0.0	0.0101	5212.305478184726
-463.9593688272223	0.30454277778233513	0.34091351684659776	0.34269964325022123	0.944956488430235	0.0	0.010099897919032659	5527.911822057113
-852.5885960221051	0.21628697595252025	0.24828690963102215	0.21607511335971277	1.7551464664447642	0.0	0.0101	5593.316122082536
-703.0309931205597	0.3988265653946986	0.4233664390233047	0.26041172274392343	1.2513051476752513	0.0	0.0101	5207.375507599495
-528.3100517949616	0.10796201509569392	0.537243181674362	0.09484087660983588	0.9719586700402025	0.0	0.0101	5629.946779466524
-975.9257794362162	0.08144104772300517	0.5177629610942742	0.19454678596514108	0.5030603370819119	0.0	0.0101	6533.464629899834
-982.9224061593143	0.35761602753284955	0.3113571294253511	0.22114342309792892	0.8085829184295897	0.0	0.0101	6275.355795528662
-426.97652041906804	0.2127151575932782	0.7596520365774762	0.278713159348225	0.8587454861934112	0.0	0.010099906915746706	5098.227130398833
-575.7274523039073	0.13979907833000682	0.24915660562234854	0.16914025219148857	0.875897302026346	0.0	0.010099917570886154	6326.296970226252
-588.5111739331403	0.2982019374607609	0.2439505810773226	0.2601004893735809	0.7095469100754612	0.0	0.0101	6469.95352787144
-677.8871451915555	0.3219625939156887	0.37759626756866477	0.22922900182278896	1.3220988842914363	0.0	0.010100000000000001	5367.9351954206495
-504.829011856439	0.37691856148793096	0.3675787948917048	0.2697751137544778	1.0556508345394156	0.0	0.0101	5551.278267448743
